,BTC,ETH,USDT,BNB,SOL,USDC,XRP,DOGE,TON,ADA,SHIB,AVAX,TRX,DOT,BCH,LINK,NEAR,MATIC,LTC,ICP
2022-03-15,746821744421.1,314353415766.38,80108424576.0,61362152714.5,26801674174.95,52388465220.77,36840914666.88,14963114196.03,2331434632.44,26960637776.83,11884993823.03,18628933748.79,6153717586.28,17607547985.16,5506912982.93,6107643629.22,6621667724.14,10614749333.95,7473328700.15,3368459186.26
2022-03-14,753013859089.57,310784628714.7,80099251910.81,61665521275.93,26226064256.96,52457686952.33,37219191685.47,15130807238.35,2220904217.88,27081802423.61,12094639055.88,18356925399.38,6117409472.63,17476155790.62,5503808047.31,6162529502.3,6570412119.64,10561203463.91,7380717480.59,3442500545.64
2022-03-13,718481905385.96,302142844336.01,80088619803.15,59747472766.45,25492592996.77,52427364797.9,36579969142.85,14807135517.01,2167518359.55,26646535268.34,11836278667.57,18132232300.22,6038123248.06,17033700978.49,5329937456.81,6545556197.18,6393467005.33,10446055342.1,7131324198.87,3354208454.03
2022-03-12,738459914963.88,308802688253.24,80069194735.0,61544034491.52,26068188197.62,52357594339.02,37792455204.89,15275143421.65,2282388122.4,26635767714.1,12168155988.87,18905998303.18,6069944299.46,17928438684.2,5534750239.74,6107322588.28,6680774237.7,10726648473.15,7390140684.91,3416152346.2
2022-03-11,736353069777.4,306945646022.22,80063697721.83,61453823266.97,26076896379.72,52466163975.4,38540442556.04,15337034425.21,2231752333.68,26616389147.98,12127949430.65,18962225970.85,6130233414.76,17514149106.87,5477389832.63,5936962311.48,6620189537.65,10780450932.02,7328799898.09,3403352206.46
2022-03-10,748513363763.29,312725132202.93,80078959352.74,61449692683.7,26486185022.16,52536559831.18,35357243522.18,15507241029.11,2231552323.15,27152129609.04,12427268569.92,19691666939.29,6089791685.36,16768226632.04,5508890064.03,6229036607.82,7136101644.47,11031031592.59,7166745105.34,3467121285.18
2022-03-09,796787661848.94,327284646384.19,80051824533.93,64982649307.01,28458658754.55,52430328412.87,36784575059.72,16131156179.4,2181424719.35,28599369316.31,13101058071.22,20670419803.68,6188798381.88,17644759483.7,5859833644.85,6548541670.32,7504029025.52,11549316944.9,7465237612.71,3647453549.73
2022-03-08,735156346354.69,308901634237.01,80052159025.33,63067760639.57,26160615238.91,52445992705.84,34566738897.35,15526365774.9,2383681213.22,26981592497.69,12568886533.51,19386426770.09,6158648538.1,16743075144.04,5403874456.0,6404977862.02,6267652723.5,11077690640.32,7023040508.7,3517500427.6
2022-03-07,722305696827.83,299399838913.97,80032902659.29,62966388746.27,26381762345.94,52411937757.27,34677454030.17,15536372135.76,2174040025.67,26851258162.78,12547510711.69,19103797428.9,5969131280.86,16227405713.94,5224336909.1,6957090597.96,6272362688.17,10856014015.28,6900277989.88,3434300344.84
2022-03-06,729062407067.33,306229430306.07,79732529564.38,61920633562.54,27115147513.75,52838496192.22,34810891621.79,16022053796.04,1981265284.07,27739380365.39,12922909175.39,19267144791.28,5993655739.75,16767936113.35,5378921458.95,7142887449.33,6540502881.66,10914235773.68,7089739674.79,3471398955.34
2022-03-05,747638613405.07,319352820652.92,79734998187.24,63549043022.58,28456383337.09,52875394063.24,36196925892.79,16583255865.61,2174282173.93,29151081060.71,13501300577.98,20376044908.09,6147160738.36,17097686360.39,5585709305.59,7161455051.39,6771320311.56,11457920433.02,7325064635.02,3684796188.26
2022-03-04,742617908334.96,313604105838.56,79528727937.41,61800046681.94,27999802538.36,52857732691.71,34172122881.09,16264250993.48,2217674176.5,28382229734.44,12903818630.52,20081442974.13,5919742918.18,16548946161.41,5508246444.77,7059536068.52,6705520976.99,11204796056.56,7074135850.21,3663456602.89
2022-03-03,805466458784.89,339605220817.13,79758387195.54,66467864023.61,30629630122.78,53373089894.92,36066709499.0,17195482632.31,2402167875.87,30384707881.6,13756672328.72,19361256760.88,6100270223.64,17795511183.71,5986925429.13,6376672590.47,7103703733.67,11974759285.97,7768244936.03,4144634396.84
2022-03-02,833361543694.83,353421574640.23,79479184547.22,67532807578.37,32268084488.69,53425217457.96,36848808010.54,17643869528.38,2463607003.17,31596566410.45,14208587316.22,20520135588.82,6257727512.84,18362524076.33,6086929138.25,6860519635.81,7104660739.7,12358937455.62,7697621841.51,4025477570.52
2022-03-01,841491170715.62,356060928141.81,79451956861.47,67447273335.69,31614901348.26,53528807318.14,37633560932.48,17769657471.98,2530838064.82,32393841347.96,14864696351.36,21361247243.18,6320391293.99,18645993879.37,6235325708.85,6696247128.92,7595082683.09,12253938906.86,7849740880.43,4016892248.68
2022-02-28,819414782676.49,349638704203.76,79603976462.85,65322240556.92,31852723642.32,53459100424.87,37498438054.98,17665969469.11,2552002676.67,32309122793.98,14143212898.53,20763113170.48,6282405383.9,18705825243.4,6403975774.02,6195922366.71,6254853895.66,12177144738.92,7913795841.82,4181804451.1
2022-02-27,715351995827.55,313983181396.22,79587144285.25,59529719165.32,27371485041.05,53370799001.14,34619021225.69,16333292542.73,2514811371.78,28881334293.5,12870127090.55,18452974295.41,5906579508.43,17256381347.7,5776501465.24,6261286014.61,5459058634.3,10952514311.56,7189905623.75,3573743457.05
2022-02-26,741789694058.87,333024181662.98,79571654148.26,61694020170.39,28838878172.64,53290419666.25,36008637870.0,16934990912.19,2743957618.87,29876789059.91,13407920359.15,20139377451.55,6057054404.1,17800681671.92,5974275424.71,6550724191.17,5838087818.35,11422057533.56,7547345495.32,3676278643.78
2022-02-25,743827806937.97,331001574996.18,79521157339.58,61904739646.81,29625083070.9,53268559752.4,36868338076.57,16925550870.11,2703199498.32,30210158117.33,13633916781.93,19872460664.27,6053871731.93,17036045207.85,5858643462.82,6322428758.39,5728066515.56,11688571513.89,7617907131.95,3668838429.41
2022-02-24,727072550320.3,311035019269.95,79525180253.12,59645892982.87,28536069021.84,53126695517.06,33385746486.69,16426325928.85,2699681435.02,28709774071.21,13105005934.27,18805020786.08,6219495738.43,15970062775.83,5713113520.57,6841270864.43,5428809837.6,10851434529.2,7266114353.03,3444109761.31
2022-02-23,707390766255.17,310077026339.98,79454771410.92,60521812716.15,27151072801.83,52797597466.3,33504378573.9,16961450436.95,2879539830.08,29227073591.19,13722000037.76,18103656760.05,6203958331.43,15810719771.34,5494392546.06,7248718186.16,5480584018.04,10864359620.1,7386308122.08,3601374347.33
2022-02-22,726121533658.47,315899223813.38,79410542602.12,61804434179.17,27650979800.77,52724134664.8,34659333455.94,17453195149.43,3003940865.63,29894483579.77,13705662514.27,18310475754.52,6376961827.7,16358536727.32,5577052607.76,7113667284.13,5737241781.58,11030835894.96,7494119090.68,3712961528.61
2022-02-21,703124071471.97,308026942925.47,79085306874.9,58890751691.92,26582210816.1,52570580877.24,33730672759.75,17046906167.4,2726898756.01,28859436745.3,13217016787.54,17175455646.78,6067910362.58,15991004129.78,5399637368.63,7272386927.12,5461811290.33,10611373740.37,7209588155.11,3677688281.01
2022-02-20,728812385562.03,314553542349.48,79051748940.73,62880741279.17,29057463086.35,52596647717.64,37318724162.96,18158368479.33,2879855279.42,31370229673.31,14007748881.37,18971728612.82,6316407905.35,16720220594.35,5756181898.32,8020484314.32,5926693075.95,11417788006.76,7723216341.64,3870509611.78
2022-02-19,760839429983.53,330676602381.7,79042970275.36,66053898766.53,29247783190.97,52611021920.66,39439647397.07,18733858191.38,3014055904.24,33549313160.25,15105710766.61,20874476389.84,6468225282.92,17670024926.31,5924671355.6,8088539852.28,6402304761.28,12291430405.07,8062187751.72,4139185042.5
2022-02-18,759074084513.82,333274482393.4,78738713000.86,65975568166.84,28790343296.56,52527599037.41,37682867753.25,18410465958.35,3010609158.3,33529541469.45,15455107416.73,20565591472.7,6426729002.37,17624044527.04,5904530086.87,7444083768.55,6550282327.17,12017852079.26,8025593311.02,4067708975.49
2022-02-17,768654436206.64,344691405366.36,78713531339.39,66451246799.16,29847059423.82,52549613919.64,36785413823.76,18381811283.05,2971986931.34,34282047860.63,15453784566.18,21617068118.8,6358951638.66,17884983440.96,5939135799.12,7348799513.79,6651028892.42,12479999468.98,8101712519.74,4094614554.2
2022-02-16,833531932919.55,374117832127.45,78672234449.94,70656455985.08,32541672669.6,52610584516.4,40180105121.68,19780608769.45,3259950654.93,36469879050.33,16980455090.56,23388646827.36,6765237226.74,19555210854.24,6366833458.31,7449451503.58,7131871721.41,13848281275.28,8926909807.41,4559735293.15
2022-02-15,845117683686.87,380300250254.05,78515924560.63,71398038455.96,33474369631.93,52510487682.59,40816850707.26,20134237625.93,3319264642.95,37229777645.73,17154816279.4,22732164943.51,6803629843.36,19894466412.69,6514042472.82,7558213868.4,7323379654.61,14031532537.05,9176898885.16,4494365469.36
2022-02-14,807375855006.32,350792159064.23,78499268282.59,66651161135.65,30767492261.56,52442248485.75,38372052718.71,19370268896.77,3273394706.97,35281250024.23,16242599693.6,20119241302.66,6569893195.53,18482304643.22,6289804057.32,8184633663.54,6711426635.54,12403882623.98,8691113989.54,4296213957.9
2022-02-13,799950408997.29,344772260795.08,78458775425.12,65862892979.34,29629765453.55,52360369755.16,38757348317.38,19761029254.19,3309940634.25,35153676037.03,16622010390.22,19193208560.34,6561416688.58,18597584972.02,6356662694.64,8706335345.04,6620109426.93,12487206685.81,8787953885.84,4101864386.74
2022-02-12,800797790300.71,348785733007.45,78470179413.9,66606405568.46,30479311443.29,52312479507.43,39337817274.67,19158278828.83,3285672719.25,35547576316.12,15973139523.43,19927968096.98,6462136914.21,18584998263.16,6249381216.59,8605283993.94,6806380156.56,12707706991.54,8820467615.17,4138900539.42
2022-02-11,803848273502.66,349944259218.48,78442064942.77,66116449645.91,30613785508.22,52218551391.82,36363472397.74,19216979542.28,3183297822.1,36291724605.52,15742431641.38,20047360551.27,6519287917.49,18726915344.9,6084246722.41,8815643337.1,6871885990.73,12820691263.09,8774099637.33,4086581454.76
2022-02-10,825745116529.95,367845386120.69,78091072164.65,68543142479.62,33715605750.72,52130795964.59,39701428233.05,20151243811.29,3433797640.48,38714772900.16,16930856525.11,22353899996.84,6988892876.87,20378752051.3,6487858448.5,8424596590.75,7472960425.16,14176036417.74,9403750663.8,4406417688.61
2022-02-09,840369284541.11,387161915315.85,77984817276.25,69756144859.93,36197167002.57,51825713830.66,41644223971.77,21110912243.86,3480700073.41,40136899887.77,18030336670.4,22081075735.17,7107064040.87,21658021698.74,6563490610.57,8314027995.4,8234144075.61,15247364919.98,9756599758.96,4615812491.84
2022-02-08,836154543908.38,373154427924.75,77971083989.46,67495894817.77,36047442124.76,51563153536.34,42006172832.56,21015761197.96,3392866465.72,39596449768.79,17061230337.39,21240951208.33,6937118192.6,21419754153.42,6381353326.55,8147187735.15,8117070368.04,14538743901.74,9325370841.79,4619436243.92
2022-02-07,830838884165.06,375485569685.83,77952000451.23,71533416663.7,37240734078.8,51290055120.03,39596604271.1,21967396206.04,3479078224.89,40204912879.04,17870122155.33,20392700548.24,6979316915.32,22086726718.47,6505237877.83,7555332294.87,8542205601.66,15064963649.42,9541211262.92,4802851485.04
2022-02-06,803744511638.35,365288302066.81,77961684799.0,69274003460.64,36532195892.1,51054224335.1,32700536071.05,20400845319.47,3407203430.75,38433324420.15,15596217120.71,19306314558.71,6739624754.35,21631280299.9,6167371486.13,7387711707.84,8539028615.63,12981893615.01,8867877410.74,4680527998.06
2022-02-05,785297889648.0,360130344738.21,77955111126.63,68391365209.9,35923375177.26,51039228857.56,31910303814.48,19521265248.49,3332132779.69,37855752268.43,12362147306.91,18936619776.32,6592435972.64,21101596793.04,6088702323.14,7950506937.62,8127122921.28,12790961535.77,8482327380.53,4471022134.66
2022-02-04,786396684547.64,356379709501.22,77998586948.2,65886476169.97,35380926661.26,50870604117.67,31372230240.4,19569340519.61,3313716434.11,38133784027.37,12184092079.18,18945342289.87,6556801509.8,20170974812.01,5805762234.01,8051443980.17,8220933121.6,12615403260.66,8412020793.19,4459195107.11
2022-02-03,704010232687.46,319980125796.27,77979777937.74,61238131890.31,31947820324.83,50820489156.62,29067008485.25,18247613016.72,3208635935.39,35475035082.77,11358234375.19,16689038879.61,6073357301.67,18578842342.89,5312051402.91,8298074554.8,6885033918.59,11566495759.1,7671625220.17,4148316122.07
2022-02-02,700155817835.89,320384932826.29,77970345723.33,60675734271.32,32067089980.85,50428692188.26,28712954960.78,18207055086.68,3331444036.27,34536426835.61,11326230298.33,16631677882.75,5970234712.73,18563427017.69,5285534596.88,7568311984.13,6892182262.67,11504114370.37,7550467073.48,4321132496.79
2022-02-01,734039224254.88,333395296200.47,78013631849.01,63646536971.37,34630740596.89,50069388438.9,30037662360.1,18922976039.17,3431010440.88,36540985140.24,11934872724.89,17995815191.85,6094574697.56,19370583047.12,5466579349.2,7529728689.95,7062620691.24,12292807867.21,8025814828.3,4012522619.65
2022-01-31,729073641687.68,320959888865.31,78158330892.59,61964576589.82,31427675610.77,49848162626.13,29556246105.58,18813396718.37,3174590054.18,35321862362.27,11764748944.3,17147869340.97,6020618165.29,19179329186.52,5416821339.31,7089447000.5,6994775864.58,12265406995.93,7620639244.65,3951082392.66
2022-01-30,718325967803.39,310798780839.26,78144090895.92,62350221471.32,29398127131.31,49800880429.14,28793982069.83,18503745857.41,3033629029.76,34824144096.38,11581538525.33,16646915885.32,5979231501.57,17946811831.48,5510735345.28,7131499705.2,6489825165.18,11977483556.33,7565012829.25,3837190669.58
2022-01-29,722469136409.99,310001494765.15,78141712211.6,64252345526.96,30320117871.33,49739175192.8,29450587008.74,18979306846.35,3281352984.73,35565918918.28,11869150547.75,17659509212.83,6135416110.89,18477848039.18,5669250369.77,7251408977.85,6917343311.85,12646249138.23,7704932617.92,4011599209.86
2022-01-28,715731622071.25,303999533600.72,78195565135.5,63749004174.93,28760488350.73,49645733198.52,29239432357.02,18793645244.52,2792193528.03,35265091282.45,11703251838.29,16436994238.99,5863146950.0,18111790312.04,5629606203.0,7277952267.31,6701908801.35,12528755957.64,7607426184.54,4047336632.58
2022-01-27,703456873492.62,289156264093.83,78219016112.46,64410112333.39,28231276793.03,49373594427.0,29060812990.43,18739393113.35,2681508485.01,35013736960.42,11683051726.47,15841160466.73,5742068979.02,17909565228.73,5491156147.54,7736122598.82,6553723102.13,11875658059.21,7434279243.1,3895044540.43
2022-01-26,698006361955.82,294496473175.08,78206885444.47,62043525508.76,29051998871.21,49632437387.58,29695823921.47,19076582109.91,2606110003.46,36205391031.54,11623395386.56,16158817982.72,5728276624.41,17852311852.19,5499255574.69,7391633808.57,7028199946.18,11850008196.15,7456293256.21,3936875392.2
2022-01-25,699907393886.04,293019902304.06,78204897226.35,63507103572.23,29821092633.51,48579858784.84,29480540847.05,18978385082.75,2741887582.86,35015220285.78,11567450308.37,16624907483.89,5688488576.22,18120743007.68,5542283894.42,8138196500.18,7541384345.02,11607819864.3,7509984203.29,3989998700.66
2022-01-24,694196560316.9,291127719900.53,78294417929.41,61319239192.53,28841432696.05,48058913063.46,29221617471.4,18281756840.75,2882340915.01,35787820754.1,11641287546.39,15395009089.54,5603853354.78,17812719381.67,5541933565.58,9431322982.14,6633657538.24,11228244016.1,7615197811.04,4120820440.93
2022-01-23,687012848062.33,302389263380.59,78350199961.53,63393933785.32,31336377846.28,47651385218.76,30014890499.05,18821109378.43,3229788026.71,37644141351.38,12325072655.08,15847028100.45,5861547467.79,18594909764.05,5723344745.08,10112621408.58,7272595039.75,12037638847.98,7787951669.71,4226299775.79
2022-01-22,663374008017.03,286866655647.36,78264128275.46,59127680060.47,29621569901.63,43264434004.35,28453215896.1,17630908216.69,3239147619.01,35777545097.48,11262143262.45,14595034987.37,5771305385.42,18003429665.56,5526519278.85,10742956545.41,7037868195.41,11392263745.15,7532801997.32,4078237696.7
2022-01-21,690368973093.34,305050189406.68,78288391849.61,63251925838.25,35215581863.4,42797813923.9,30348183253.28,18924184093.53,3644111782.33,37673165251.46,12204919394.7,16108748580.43,6201428313.78,19402273903.81,5976964895.65,11134002279.26,8172641291.51,12645400138.08,7946260522.48,4799495981.15
2022-01-20,770304579439.02,357862901301.66,78344671135.27,72652270853.79,40002152189.39,46367978526.68,34289841109.59,20591006964.87,3806342686.65,42195174137.75,14514579019.84,19320350213.5,6896971088.65,22699398968.96,6790016346.41,11933568002.76,9409739212.17,14590845223.37,9054919065.6,4947349082.04
2022-01-19,790406427117.58,369113617588.73,78352919536.27,76419685289.83,42659386705.75,46051186882.59,35258733500.78,21539828360.09,3900814457.62,45002629539.93,15012072816.67,20257304830.39,7054233479.01,23829846981.77,7026217058.78,11793313835.2,10013525777.58,15072129000.85,9509006509.2,5271331546.46
2022-01-18,802313747480.14,377202294415.78,78337429210.63,77935945161.14,44479908451.96,45737305224.55,35872752052.55,21955041359.81,3969726148.76,49134518162.59,15446970049.8,21017605036.38,6973437373.41,24856312585.42,7243282257.38,12040331706.46,10909633336.36,15565048859.27,9853484850.73,5855536859.82
2022-01-17,799910089279.2,382914238638.7,78428435742.03,79348951879.65,43958119358.99,45483737542.2,36354642921.48,22705991526.47,4000491667.49,53445773893.74,15822970156.85,21197628637.6,7208498640.41,25407800220.23,7225020913.71,11615859732.59,10923510614.91,16249026707.09,10531292918.01,5884483950.93
2022-01-16,816211499220.99,399392136112.46,78432253976.7,83138350006.06,46428403266.76,45434277767.95,37127364883.24,23506016725.99,4337048310.64,47180439513.25,16757400981.5,22539370537.19,7115107615.69,27321509197.89,7368907939.1,12505556226.92,12341069954.78,17037734958.06,10173678293.37,6183042157.55
2022-01-15,817364571824.4,396916629872.55,78449911429.28,82564578042.85,46411116637.6,45273082060.91,37245043056.78,24557692457.72,4386415326.2,43459390227.37,16956487945.19,22802416203.13,6979828688.74,27392322839.56,7414848773.16,12464929084.32,11861591853.33,17212302127.78,10270087564.11,6464495398.59
2022-01-14,815850639036.09,394425210961.65,78416520725.78,81710448741.25,45895557120.56,45171641830.49,36905410370.69,24351532219.84,4524994162.05,43280635761.61,16938470838.66,22075108351.45,6890547720.16,27368651504.26,7320119537.43,13021752041.35,12393044819.5,17095548261.4,10046035855.43,6450122993.12
2022-01-13,806189762638.47,387027270411.94,78428105054.1,79235401456.04,45522685149.78,44946411341.34,36584041452.36,22825039684.97,4493840142.27,41327204612.47,16273870573.39,21847164221.08,6748845854.35,25508077149.97,7156963979.84,12873687002.84,11882828933.93,16551391861.34,9483562472.06,6208854071.83
2022-01-12,831836978396.02,401752380545.64,78413876540.67,81233396503.74,47297750723.43,44631425710.63,38070557828.23,21446441060.28,4326569849.41,43719232102.71,17416089292.35,23414613863.03,6931461888.37,26980168088.86,7276550446.65,11896974940.32,10653548574.81,17137874576.1,9836504305.2,6833761603.23
2022-01-11,808834801011.1,385726806147.91,78307519116.75,77315387871.35,43687287951.14,44101728591.33,36660803431.39,20351628612.01,3590570865.88,39716965881.82,15207333361.14,21865568557.95,6612880651.5,25226657069.98,7009284192.16,12123866803.47,10979926910.23,16882544827.81,9128177250.66,6716790728.5
2022-01-10,791484886193.63,367219283311.49,78305814909.78,70879440367.19,42328403946.82,43821519566.7,35175473469.02,19019598832.5,3274716102.13,37804751044.15,14704911995.42,20651031290.18,6473614907.4,23484694234.94,6899755821.49,11851401035.9,9389267722.01,14840096952.09,8800375414.0,6747560844.26
2022-01-09,793156354744.0,376068612893.65,78312801194.12,73192856244.13,43849094270.11,43635467097.35,35897214432.05,20041892126.48,3382493974.54,39340035970.12,15553511774.42,21773594951.73,6749014194.47,24321430602.01,7146466623.65,11884366626.27,8191890326.37,15153231168.34,9109263739.76,6917510381.49
2022-01-08,789758782727.02,368192421486.96,78300284652.97,71765554064.04,44370497800.92,43501587470.13,35572883103.28,20159802406.67,3467315586.58,39781014812.87,15257928179.9,20516116650.7,6693576450.23,23730670840.71,7092225917.17,10986803469.54,8380967640.57,14296129049.42,9027887393.37,6319240934.62
2022-01-07,786389774193.77,380204321962.34,78445946781.82,74691631586.51,42449507269.48,39702380216.57,36304923988.97,20567044267.05,3814291520.0,40586227606.37,15931057953.36,21176611209.45,6938509517.74,24615650590.51,7315484274.3,11009238864.88,9080514602.0,14711331548.54,9120728567.75,5796081448.94
2022-01-06,816685390313.23,406971721363.93,78557505244.95,78942916084.03,46546249337.82,43076362784.11,37174268617.94,21255601395.75,4280969884.91,42872127591.4,16887454458.53,23231730122.14,7242685925.15,26428435081.56,7566875962.76,10195701248.52,9655314603.06,16122092575.11,9467618737.77,5862947189.05
2022-01-05,824368284529.82,422636379036.13,78447516646.57,79240041765.17,47990806949.28,42744624582.67,36841776824.92,21150408010.77,4082210339.01,41405570495.31,16722624278.55,23877434060.93,7270236621.6,26463314353.96,7608717494.71,9650793465.6,9283221422.36,15725950759.07,9437794079.45,5894783312.77
2022-01-04,868383282082.05,451591466825.1,78254281727.37,84652601973.37,51940766392.62,42619659433.82,39201627718.08,22395156790.51,4225606513.15,43940063350.93,17837039432.35,25164823257.18,7761099091.99,28420292061.32,8100105835.48,9149802664.69,9655914394.12,16956345869.77,10180447321.85,6456916061.68
2022-01-03,878946596803.07,447650792403.77,78350771577.01,85424866706.51,52670374804.04,42567699046.2,39591978497.78,22565727867.6,4138993494.33,44255641774.59,18168398066.27,26360473692.32,7850899636.47,29731174495.55,8240310076.7,9326340559.28,9897623796.61,17424826383.55,10293746768.89,5593057801.97
2022-01-02,895688387523.14,455713570380.85,78373882136.14,88637570485.46,54552495291.77,42562534941.24,40838984413.82,23138181422.91,4261404654.94,46129061735.77,18692252748.3,27588210907.88,7922357701.96,29361884232.16,8484083046.99,9201420821.78,8672087026.25,18259576689.35,10486459759.57,5210070133.99
2022-01-01,902104193384.61,448537615143.01,78377058040.56,87963039449.39,55188725653.37,42454938451.84,40380448983.19,22956735266.08,4638720186.87,46108724312.75,18742539593.12,27805319077.81,7803062412.71,28228553768.1,8419725269.33,9523004240.75,9119330844.51,18442951471.61,10446644958.21,4893626602.92
2021-12-31,875939356678.79,438128003490.89,78351698939.97,85353536222.02,52704777818.62,42167723552.94,39510117215.0,22619859306.95,4506780502.31,43873068346.53,18345763035.56,26594317968.82,7679502984.65,26387798239.44,8157602539.36,10732830951.42,8772517649.14,18101393667.25,10155516013.46,4664461431.24
2021-12-30,892386327928.88,441792512826.8,78426036720.6,86554742526.0,53463776631.16,42315722030.27,39913518999.66,22728274240.46,4620468649.08,45554286343.55,18549279007.17,24793581918.47,7937041446.39,27225379612.22,8174211882.48,10745755661.49,9238505970.22,18320897700.95,10277205859.33,4736386219.76
2021-12-29,878478755241.58,431593692097.51,78172502926.53,85735918898.45,52792756553.19,42116774929.12,38823298887.23,22257556938.2,4700067213.61,45495743681.3,18462658538.31,25053574903.59,7788792783.93,26412190147.29,8146317112.29,10330356692.11,8931234403.95,17682505615.22,10083960340.63,4577140275.32
2021-12-28,900076230596.97,452043198574.35,78239798810.67,89226607256.25,54886552517.09,42130122777.19,40546296041.7,23100234623.93,4731218588.1,47938891423.21,19186725256.26,26079374124.36,7869703325.5,27560476546.09,8325597514.1,10028100182.63,8023978926.07,17884389356.97,10108832345.68,4726359383.84
2021-12-27,957746390396.12,480134213400.66,77987159401.21,93849249477.84,60402404760.01,42113330114.33,44027073353.12,24903022221.76,4739218262.06,50639301327.22,21395866527.15,27632130940.18,8251010478.04,30524765895.1,8811854389.28,10340511577.91,8796533955.24,19514813142.37,10800278866.53,5379022374.16
2021-12-26,960899995734.95,483620188465.03,78020576206.35,91239389442.48,61170181005.51,42392023711.46,43789189735.82,25210069507.96,5412565031.84,48735884302.67,21036265565.3,28024471317.76,8309592456.12,30943660939.7,8564343857.78,9300373094.23,9724360291.45,20411914262.07,10806756315.89,5099743666.64
2021-12-25,953678082632.84,486650526450.39,77585577449.75,91294641312.65,59662757325.28,42461297279.72,43962148014.83,25294647054.82,5310833309.81,48650577236.12,20704095047.59,27977248817.6,8301667571.07,28479573482.62,8643687426.18,9085299118.98,9050081243.85,18709510972.48,10929862990.1,5207579329.17
2021-12-24,961051547919.03,481210199545.08,77684840245.61,90389882920.8,58757154429.9,42479522272.02,43355016374.03,24756713054.66,5047114046.68,46584872386.95,19868788402.96,27963599135.28,8242850843.86,27789985731.59,8553561813.66,8755262090.89,8855219972.26,17506436511.83,11180496718.76,5243901495.59
2021-12-23,960290824999.58,488291028083.54,77376569364.11,91528095407.17,58665132084.69,42567802578.18,47216781863.91,24471601383.84,4282207867.26,49339215655.41,21187499773.67,29479202285.47,8418471004.55,28749513369.33,8623341061.62,8804271219.63,8176641691.29,19009892484.99,11319797810.12,5141771106.83
2021-12-22,919476035254.11,473270048863.82,76244880265.64,89012591911.86,55091892244.03,42367574953.75,45106931979.03,22973441291.27,0.0,44432758847.05,19245115958.13,28328439397.61,8059866303.45,26878031988.9,8300355878.16,9115479351.81,6434345371.53,17725206080.43,10765829887.34,4455063691.98
2021-12-21,925255868119.28,477751386114.63,76248825086.45,88189598447.11,55528846910.14,42350941007.18,44773731359.42,22700770658.3,0.0,43771331723.98,18068777573.03,29995570703.85,8037056793.11,24881264842.4,8300872314.8,8542200186.13,5487695097.11,16838512397.44,10727182011.12,4407178467.6
2021-12-20,886331446164.87,467428565000.54,76211424950.48,87264103150.22,53549206661.84,42175121656.87,41569511380.44,22187467082.63,0.0,42315400149.18,17129616417.38,27580963221.02,7896431784.01,23751949220.84,8149583828.47,8773322419.04,5045214905.33,15079225135.71,10566938258.71,4145159259.91
2021-12-19,883011296029.52,466037604378.56,76288982077.53,88399940789.77,55490684848.86,42061885365.57,39453059810.79,22484087905.97,0.0,42517012629.68,16906095915.6,26185067589.88,8101504285.91,24483473496.76,8197971650.78,9206853140.92,5257597930.41,15737173172.5,10596915193.66,4315817796.33
2021-12-18,885650029984.18,470530555465.84,76315372017.49,89053694755.99,56309338311.97,42054588147.74,39091417282.49,22856139974.72,0.0,42444386081.57,17255843111.05,28213860368.65,8194149959.71,25174144309.22,8255121868.39,8213584613.12,4903941199.84,15802591669.48,10299857452.35,4503305415.81
2021-12-17,873389147689.22,460810766340.59,76374887436.73,87688418216.99,54051400551.4,41940262861.47,37764335881.16,22404370137.39,0.0,41670994227.87,17140694754.84,26996109660.74,8118407001.33,24356694085.3,8061017397.48,8301309700.93,4901015290.72,15070305384.14,9989893078.27,4434521528.04
2021-12-16,901005821507.54,470613962761.47,76714174322.53,87778523352.75,54464842600.88,41848848719.26,38092182469.48,22991185451.31,0.0,41487451594.31,18007048709.06,23930386445.96,8702889790.95,25719604205.29,8302174183.57,9553420357.92,5371979770.83,14678125905.87,10307468785.89,4632461297.03
2021-12-15,924244252416.86,477201243361.62,76413929324.44,90243922552.7,54891602839.72,41738776191.92,39093865517.7,23999770133.17,0.0,43872405818.76,18589864799.1,24603175371.99,8923256889.74,26808590171.83,8474650272.3,9316518231.74,5708587787.41,15027755811.37,10622931705.6,4937125679.08
2021-12-14,881018067730.52,444724220346.82,76482724188.45,85273644407.31,47195656244.52,41709185089.77,37620617955.13,23874710730.07,0.0,40878112490.21,18669418988.3,21224906833.01,8719729098.93,25843389034.1,8033580246.1,8678861333.98,5405194466.49,12766635376.99,10106992100.42,4655653762.26
2021-12-13,883345705454.11,449291443953.47,76468184174.62,86905337453.29,47750795299.2,41510923682.38,36989642588.05,20878641253.24,0.0,40962130906.27,18082852489.75,19240680073.52,8660854809.43,25648527095.51,7980673562.7,9483108516.92,5224055377.7,12890621673.98,9999504092.16,4769738896.59
2021-12-12,946823114554.82,490816832310.18,76236307022.1,95214089646.91,53355770601.39,41641107198.52,39750263455.57,22509584243.41,0.0,45038273235.45,20121128551.62,21418494910.69,9285401288.9,29241216672.52,8681477637.36,10687988124.69,6086747303.41,14779394454.77,11013058759.26,5234879597.14
