,BTC,ETH,USDT,BNB,SOL,USDC,XRP,DOGE,TON,ADA,SHIB,AVAX,TRX,DOT,BCH,LINK,NEAR,MATIC,LTC,ICP
2021-01-10,713304617760.9486,144147690008.65298,24229726418.888645,6129838356.332584,907777180.2929407,4716774854.911131,14453755388.352276,1260915513.9332483,,9486050469.154648,0.0,506745602.56137604,2360097139.080241,8361125118.441097,11227411339.169931,6853688988.9918995,341869634.6724055,147926102.2112702,11335608545.879465,
2021-01-09,748563483043.1383,146280792179.4133,23729547865.95678,6344192422.620385,886634795.6661285,4660207976.080257,14843313423.838371,1303561984.8427436,,10359612260.852373,0.0,555372545.998636,2438267022.2086754,8783858937.66941,10675246601.788502,5808816236.7526245,347518318.42688864,162890617.00570655,11757532983.450504,
2021-01-08,758625941266.7522,139769385933.2377,23457770452.04001,6122161935.728049,843292264.8894571,4520698706.575145,14675925484.653404,1258947803.618873,,9507877118.52662,0.0,446012600.9184342,2193687366.414208,8357620978.68856,8204063261.495781,5421769474.812858,337704919.9624817,154267830.46337286,11479032354.226656,
2021-01-07,732062681138.1346,139921813991.6793,22855554469.971207,6274391512.121671,621424746.010265,4411262188.36837,14801803204.921062,1245523630.2249408,,9333113823.903084,0.0,344417452.5417508,2226290620.551907,8658771899.86489,8362366290.408232,5453374284.889682,294838520.788807,160393811.03839678,11236313943.691671,
2021-01-06,684671246323.6501,137786204516.8729,22154599221.006966,6089040528.720059,89843517.7485024,4347554141.895348,11391651582.061646,1337772240.4847305,,10326186773.517038,0.0,355476680.6525851,2186672616.3100963,9059681059.621874,8453796555.678798,4882061692.885799,303608543.46903795,170773578.47064242,11196630531.446743,
2021-01-05,631980005969.6278,125545618320.15997,21864181371.208206,6026750036.770042,100461485.67073816,4318744242.267368,10295369035.413813,1268003963.9313724,,8036779510.753529,0.0,326014027.0262304,2051773562.1666944,8704252438.124628,7808049335.54526,4737262863.865625,295753867.2663721,118067498.83622171,10506208952.990088,
2021-01-04,594384025390.8551,118709509271.5964,21811422497.100414,5910034133.606776,115730856.18599205,4278604358.556735,10746094507.999727,1248286672.3342373,,6992916198.998354,0.0,276222731.57125896,2210899235.147349,8492158902.707615,7587978844.8149605,4491417082.601994,272463181.01643497,118444470.97678043,10254764750.433163,
2021-01-03,609409213147.0334,111309985610.90729,21340101768.041767,5942182740.661936,100672674.81180388,4208024428.0752606,10254417776.80276,1248577459.1098516,,6377915101.911628,0.0,267198080.18400827,2113567006.5798259,8995148461.427736,7845655333.376656,4484657372.881695,289994369.5751601,96120900.28940505,10610100156.806421,
2021-01-02,597205944668.8502,88367612520.27962,21218363936.93618,5522336921.957338,83792133.53884292,4104611882.810737,10064026551.104263,1356280739.9392726,,5520054873.208697,0.0,268890417.55983794,1950520169.5318394,8254057307.292176,6595864637.60387,4690905646.081937,277582620.367606,91635684.4519083,9069424356.167997,
2021-01-01,546001594837.51166,83318539689.41852,21116011794.900906,5473732252.439035,85785758.3765321,4029299602.389631,10780931627.255676,726323310.6655002,,5455571952.5957365,0.0,281960682.51495993,1930480208.2789793,7442884317.763642,6361227988.967737,5032530332.768195,267271665.54687363,85710293.4598175,8358909485.907864,
2020-12-31,539051138107.78613,84156810764.80739,20939440704.71454,5397344407.712975,70362439.69813043,3903714407.312634,9981874642.61921,598149001.3709894,,5643713240.74646,0.0,241244544.96095827,1922848319.9536655,8318279231.475749,6381074871.369557,4833804693.479254,274555948.5896149,84850951.58901577,8256035500.725853,
2020-12-30,536033807160.8408,85722581848.92598,20893813528.22975,5507131904.707579,71506163.4013444,3680443610.8716846,9617853651.824617,592113774.5844696,,5725936828.3860855,0.0,224841558.73354176,1930899560.8404148,6492175417.387,6674138320.158701,4369607245.700155,237968597.77695295,87268310.92395696,8571310123.738354,
2020-12-29,508523687096.6884,83420334908.86484,20812479542.827553,5625044697.978492,77974154.25075531,3698412274.841841,10032565433.146175,573014174.3489075,,5978703148.791228,0.0,225015154.53073844,1984227811.6529157,6727781086.981858,6567790632.266364,4601464285.264972,229468593.88286987,88778147.13436446,8542261137.109545,
2020-12-28,503339329917.2024,83282601744.92747,20791781912.599396,5176189131.661751,70585367.3110688,3627985593.5674357,11258302527.22347,586399767.2411817,,5498652273.959474,0.0,226766973.63691378,2116278415.7374947,5892566077.358182,6735224549.459047,4601353612.083028,240223447.56971523,90818937.1949475,8608138657.318287,
2020-12-27,488213268382.0132,77828069141.04636,20729387121.485394,4839330613.845353,60682595.60513945,3582730027.761492,12851124973.128908,580710699.3485174,,4804453143.561084,0.0,223591506.2071231,2067107839.199868,4592307413.217551,6290438770.712806,4305549989.357124,235389490.5979172,87815011.17189236,8439551136.234927,
2020-12-26,491250863156.98474,72483025274.85342,20682693558.19173,4834318541.290771,61669699.53591306,3547869512.602877,13381179323.209602,573747738.3515452,,4910288579.657001,0.0,224523072.79858658,1987703766.0928547,4632413801.459907,6004914228.992301,5085710726.176921,201172889.71058473,92581497.38968949,8567168164.9952135,
2020-12-25,458297232691.903,71400061459.62726,20687636701.03487,4789239870.850833,67312349.7325568,3536352382.024044,14442592186.513865,584963463.8659887,,4902200881.616179,0.0,227326660.72917536,2042104956.2025123,4659822224.3737335,5921441558.417856,4906060968.979536,200819262.91663212,79754426.39762615,8402415630.927022,
2020-12-24,441017197764.42126,69704465559.66194,20531759415.571117,4693298909.310757,63447288.3597502,3538335202.5666513,15338322460.247019,583425690.2022948,,4756584655.893561,0.0,238406606.64256173,1984783399.4165967,4582660903.824909,5511118483.486839,5195479300.219723,208849603.76652738,78998172.05241299,7381279578.637178,
2020-12-23,431808778580.30475,66517758494.159546,20459114819.801933,4490740604.675258,56149028.28607881,3425726107.549258,11741555006.33799,480893678.03282905,,4243561035.1472454,0.0,224373269.45283446,1778589858.3172975,4207716404.036385,5099397083.00321,5363273311.14349,188549351.2232412,72957658.40448923,6735539589.926983,
2020-12-22,441850902134.2294,72336758959.73206,20387249195.305115,4835157312.975637,69402539.96365425,3356542655.4445415,20361343190.63529,575304224.6716429,,4859123317.810448,0.0,237152404.67406237,2070529165.384083,4603028363.423789,6024568301.390315,5370828242.3154125,228204823.17421657,89471415.7081549,7519474399.461905,
2020-12-21,423625088584.1859,69475834114.53963,20301832633.72001,4659931518.102932,71806910.82416688,3339236658.4268827,23471317699.31655,610925196.9168862,,4749512290.778992,0.0,238321701.83207214,2105363173.2460437,4365028372.702474,5849764980.127454,5339846855.884739,240266273.96966234,87117066.26945657,6944917514.764636,
2020-12-20,436129331482.25616,72711065644.97649,20293091729.712658,4932970915.739802,72815661.41874595,3356572079.291826,25247252304.50618,590086989.1223502,,5039863586.814984,0.0,254774648.64417177,2237591259.6539345,4628079243.349637,6476086511.261208,5333484654.398145,208234265.46230945,92225297.63416447,7583089812.363719,
2020-12-19,443399267276.8764,75095087629.00385,20120367513.610516,4808212174.239729,77708968.04744972,3372266934.8048944,26296322780.56676,500981993.18398845,,5124648592.017923,0.0,266941834.8281187,2242232953.087314,4761254336.880276,5919685915.591463,5037840782.50806,206345566.73557666,95881537.99689607,7971885334.896606,
2020-12-18,429781092527.74475,74575304994.55286,20056228135.277733,4467702131.77259,79113024.8625208,3283955286.189922,26528677892.29734,492185489.1920904,,5133191974.654296,0.0,261955147.9681235,2229527961.154152,4785926664.190398,5817967747.706458,5086247467.994401,197718558.25190192,98845097.90148862,7232216464.2284,
2020-12-17,423576934966.4241,73206412680.50867,19994596726.948833,4358786912.009864,78173905.05369893,3275300776.003787,26183450958.200645,475751448.93726385,,5086350899.48795,0.0,246910612.29030398,2200511997.8858123,4758675487.440699,5771876885.834171,5128336927.562423,195656401.18183845,90969003.35786155,6674511819.257898,
2020-12-16,395799863745.9665,72436347872.16913,19779356100.6738,4402984094.6122465,83062058.57573813,3300931647.8454247,25817986326.70499,435715185.0449568,,5214107174.133336,0.0,257289971.4994128,2234072422.2362385,4771216325.541678,5792662434.510239,4841047356.588167,205979249.9986819,93251803.93784253,6133693800.38276,
2020-12-15,360614771026.8855,67096668321.69698,19782914876.739697,4266821619.623901,81994577.6015241,3274894699.4696307,21326732024.75665,408820667.7378027,,4800812312.371324,0.0,253888300.79056928,2092917220.5169783,4672343779.188289,5364274272.651254,4623343452.261277,198519276.41859052,93515611.72747545,5380245586.557718,
2020-12-14,357432550019.95447,66708003325.04708,19833641700.047424,4336468153.843549,74028444.08998717,3268970946.552653,22598131537.490276,411966097.7941847,,4915534755.178517,0.0,241609020.2692209,2084440133.7464628,4348029101.381825,5143754530.265312,4715343817.168876,195593603.97912854,88213761.45453334,5443275105.024973,
2020-12-13,355479173805.69794,67115726662.02899,19834034804.90631,4202475238.8536973,72419789.50182986,3241732105.9813943,23222510728.938446,415120509.7089851,,4790208946.241263,0.0,256281696.83193043,2091318238.658348,4339944731.179011,5121143076.237504,4996626295.83972,187386361.85747653,86603929.01408605,5418690204.454722,
2020-12-12,349170613898.91974,64706942225.99528,19826181940.14135,4067131458.549537,68971785.3475111,3215393827.283072,22992625206.824287,403248566.9532977,,4494503216.934146,0.0,256525881.30499,2047485924.837956,4205469339.999485,4978896919.528898,4803745889.98605,180795680.68817705,85499958.88979977,5068283240.049376,
2020-12-11,335326168918.5213,62108208317.23196,19778053308.171417,3951108419.3336425,66829092.5972278,3136265939.117368,24812540805.247726,392459836.1622312,,4338604376.065342,0.0,248953415.07304153,1993470438.3324301,4098623897.765766,4822735475.576795,5173640423.380823,171716402.73072848,83728003.18367906,4762563166.389913,
2020-12-10,339136939585.8366,63680254164.817955,19758499141.0634,3999511565.0234385,72823506.21677381,3081890246.8845024,25986225091.12954,395706347.8861124,,4417795609.796689,0.0,242558705.59853622,2016914491.4785883,4253982260.623601,4946170335.569668,5336371894.382227,188201220.54570207,85031232.51560648,4943203900.118415,
2020-12-09,344486483494.44324,65242758700.21787,19721357389.967926,4062056065.459138,76902163.1339451,3083762658.2595716,26468599510.32069,402483349.518502,,4609780640.808882,0.0,250966258.57822964,2057347633.0984187,4309886799.19167,4996680308.855715,5210062237.255029,196411387.758698,86572440.97356561,5113163503.180934,
2020-12-08,340148764251.7229,63113292236.578674,19707994301.636223,3990863861.965324,77043677.15978801,3057541919.982277,25345915392.645874,405143760.3333905,,4384632223.595989,0.0,76257605.83063234,1995637680.7265205,4194935616.2585196,4974844503.586064,5039284342.572916,183438908.87914893,84237692.58610922,5068820612.271369,
2020-12-07,356293229783.3031,67315962016.450554,19693247297.502926,4242395534.3263164,84715589.08777982,3054758318.4260406,27605614509.29853,425868467.24829906,,4795379168.492398,0.0,83107006.5919141,2172479388.3359942,4483466813.143205,5278553570.512678,5513160958.953276,199175857.13549414,91867064.96826006,5522332007.81458,
2020-12-06,359123541247.0556,68452719868.01412,19683467750.662285,4265885902.98676,85784205.38624497,3073447381.023419,28100510377.077766,431691745.8955508,,4942739300.766465,0.0,88190418.34327628,2216094907.470446,4547051375.878827,5324074006.721078,5518149573.581183,203741451.3272049,93116683.71329574,5517178550.559272,
2020-12-05,355563938256.3379,67840334209.490234,19645340054.118454,4293133190.12281,91545972.56905606,3037637283.8580327,26494306275.881474,432723096.4225327,,4967663075.752397,0.0,88570589.28226466,2190796285.6375375,4592436805.221747,5378704201.91107,5282299529.74034,219128421.47709742,93887274.13741004,5487737378.020776,
2020-12-04,347111351136.32855,64734997134.67744,19537072294.68538,4198217550.56075,85864512.07327235,2963592089.8754344,25263077880.32509,420098205.8294768,,4612149973.918258,0.0,87002660.640079,2117745617.8273437,4453957345.832884,5218524245.228946,5612150332.663696,217414577.45800796,89784765.01980112,5282368906.171596,
2020-12-03,360933936016.877,70110808537.54408,19466986494.603622,4433921193.747932,97172886.1917887,2965255277.8051853,28627830442.4156,436544288.33300114,,5109042857.178625,0.0,93637081.26490557,2267376429.3277392,4783391737.298509,5433657198.332483,5275744093.411692,227542778.86638787,98991970.06475765,5881242129.662903,
2020-12-02,356381007570.9198,68015797685.32552,19417653464.124672,4375137745.144314,97869064.60978007,2958068729.426449,28555757296.387077,429717481.68017834,,4933112086.35162,0.0,91419743.48656134,2235487388.1141553,4829741979.228194,5469759303.657865,5159532581.193696,231419613.81954265,91984695.64764927,5864578837.466862,
2020-12-01,348976597317.84424,66754367842.12409,19379236733.98196,4347836463.326504,91432079.46291865,2975385310.80615,27786451402.354984,424620891.4790263,,4853014491.5149765,0.0,87693301.65889136,2169664590.852571,4497421388.966297,5355824045.624572,4927526433.766104,208746440.70179507,89072515.19084682,5638149877.7963915,
2020-11-30,364229729425.8729,69873714778.47928,19134597303.724606,4533324240.434001,90995987.14086118,2963118009.4410486,30117263915.704655,452099967.0137515,,5329823912.185844,0.0,90317387.10006233,2316049519.7067347,4741608245.812171,5881369223.126804,4948525350.729733,211891525.7343201,93075968.58253048,5778622121.886105,
2020-11-29,337336592123.068,65424084296.28932,19126891187.766644,4349179640.903686,88124520.17567424,2964393940.4857416,27492190917.67626,438924851.9554455,,5184554213.26108,0.0,90755633.80750412,2199852493.6912165,4576446420.02794,5277249777.39046,5611825848.51617,199784685.7435489,89713303.2159541,5227758601.743832,
2020-11-28,328782832211.7004,61152393529.21103,19057337380.31265,4208572005.9738235,86918647.19802547,2967986028.700244,28370848654.35165,433416826.0810328,,5127054700.151977,0.0,88800322.53040001,2180939689.8464713,4319975483.845871,5121547317.416163,6146880910.853429,201236862.22895598,89207421.33695848,4795595984.010633,
2020-11-27,317464460530.40906,58789344388.97764,18980402374.066124,4112003793.787824,85493469.70235132,2903445285.1417937,25361792213.463177,416865855.9949504,,4387736333.179027,0.0,88007729.57946928,2104138492.4882329,4215509965.685536,4923986044.6612015,6009223002.000662,196250264.681103,84235348.16706014,4559668328.37306,
2020-11-26,318231964319.3874,58930920928.50098,18996225426.831745,4072974928.091158,87568856.71760666,2893029204.9162273,24171460090.04543,413589433.10318226,,4302273182.797306,0.0,86428904.1744714,2105884237.5416102,4234022690.903576,5026985557.19577,5684167330.60748,198118137.89657545,84591548.77624762,4674081621.0169115,
2020-11-25,347558803507.37305,64816875592.54139,18655472842.890385,4526129072.460841,104457114.39952429,2871209648.768214,28818036071.409245,474231349.152897,,4827479499.671019,0.0,99212823.5803404,2372350004.147361,4677929616.075306,5812255420.612589,6042706777.251912,218033830.0193422,101318697.05543645,5400000836.8602915,
2020-11-24,354504361032.3469,68580780139.356224,18650896567.340897,4881396848.165711,104362814.63683279,2853387869.96709,31385647147.601135,534864218.3075415,,5174709739.189588,0.0,104540663.39304532,2512910049.0847993,5046372834.729324,6421991119.746821,5539935066.309391,244473967.41858527,103070286.24052197,5882460030.484563,
2020-11-23,340698070308.13434,69089845802.23105,18501087257.62985,4471602512.4323,104749492.89621204,2863280574.4259906,27842882654.887413,464109149.1346353,,4776075388.217568,0.0,99676496.325097,2269642627.71576,5201454892.916679,6002142777.148834,5346718844.10509,230404162.94903105,100689833.52586354,5870816228.788654,
2020-11-22,340790183317.33075,63361036975.498276,18454866337.440205,4321376636.120821,98697801.14056186,2874006400.014486,20112122023.927917,423521332.182202,,4503848489.4599495,0.0,95304235.02696902,2056592720.8139257,4825834134.067941,5332294479.067812,5335380994.325051,210906879.36065605,90568080.34506662,5452444708.326938,
2020-11-21,345819234184.5931,62379287098.845634,18354801631.80425,4388701800.483078,109362384.71981557,2838032230.108703,20775895361.257893,446026142.964531,,4136248610.8299804,0.0,98045474.5442057,2173777674.2492447,5060561831.851377,5609451635.808951,5198675835.94656,232738591.70263016,94002481.11803973,5696028601.221596,
2020-11-20,345411881099.1716,57860686203.59356,18194259218.045708,4172193980.458036,96196099.98011884,2801885852.3876796,14870727963.446423,379556538.31162006,,3678295392.047858,0.0,90909819.47673406,1882466719.242144,4602682307.35813,4808914195.0397,4942005573.659894,293093201.08532035,85020811.21572335,5444339641.537799,
2020-11-19,330475167134.4854,53528035617.425156,18129139981.50906,4056972965.460304,95341921.8742907,2787373041.403926,13769136634.318945,370193341.8557572,,3293756212.9132843,0.0,88861608.15827796,1848985018.1310887,4182706632.093557,4574874529.54686,4757927484.110443,264148573.3743123,82177603.47576863,5384471724.207942,
2020-11-18,330218014062.15594,54412825617.026535,18025791690.221348,4054382128.7204056,97099240.81477468,2791331389.380975,13336525349.635393,369897280.25179714,,3310449576.935191,0.0,91842685.72947566,1922056746.2265809,4113722907.908565,4590525422.02352,4936577001.61296,260191564.46565393,81326511.2159049,4857299278.1497965,
2020-11-17,327257094857.4363,54505786216.15968,17964515938.78014,4120003068.8990107,101100127.91945642,2778032395.1404305,13707610373.6767,373272246.67927754,,3409932700.1352286,0.0,93878321.69354814,1896714725.5287263,4257774181.9348955,4741950769.769191,5045766667.731533,290239899.891117,84182148.47848319,4998932617.319104,
2020-11-16,309889423249.1071,52182517296.90649,17874210106.658726,4052641542.4454055,103541326.05497044,2824323545.473792,12942110144.060915,366863172.1533015,,3235940749.2962365,0.0,91058079.65717904,1834207801.6029918,3941257093.1834383,4646082536.574378,4863810509.33452,270966416.3781232,79024867.74345084,4700142572.365275,
2020-11-15,295790551597.8903,50771836456.38847,17878397979.392868,3988657963.4652233,93803903.71451163,2813598347.1851482,12222354606.184477,352792281.32812744,,3127773189.393326,0.0,86646214.49902835,1820797810.314501,3847021230.326702,4482952486.658754,5014273699.375614,258468854.9308714,78316794.71129632,4103576321.187343,
2020-11-14,297877068422.63354,52193800907.034645,17838172793.888126,4034170650.301622,88007184.07888201,2805595743.4794054,12163467828.266062,352447343.48289007,,3241970358.2265577,0.0,85761889.53950219,1805145010.3222075,3921402330.1187606,4750190502.328839,5090980019.64853,272246368.1631501,79697947.54079895,4201549257.213449,
2020-11-13,302505533181.2506,53829432990.090485,17703110177.84804,4069690555.020278,92772231.89432384,2801993178.9186497,12020596203.745163,358567478.46274483,,3310080126.3684254,0.0,90596119.99321839,1820495858.8446288,3985281155.5457597,4813176378.225168,4901987589.907751,281154314.4699606,80488667.94909802,4311996164.090418,
2020-11-12,301736853824.6971,52278353037.571045,17560143156.830807,3987759262.99883,87162760.83472751,2799731061.65586,11550299326.206985,353134918.7793096,,3252034178.279824,0.0,84014012.1584448,1786985062.1735015,3860331526.226348,4825017496.817176,4954958452.662014,246466037.03967872,75459096.83560751,3976146556.7513957,
2020-11-11,291077214051.6671,52493805531.739815,17474058290.42044,4037055488.8142347,91879509.07207444,2833067610.683625,11611751579.30805,351821930.8715636,,3296832658.6955705,0.0,85366716.90270837,1795357310.1021101,3910436471.1621337,4774643083.217939,4603065619.656638,150802315.02023116,78991786.82668567,3919710178.056195,
2020-11-10,283468380961.4247,50981825541.89314,17360230053.75997,4071303514.6008544,103163301.09022862,2828730661.135317,11505347386.788982,349808435.4858236,,3291865465.200825,0.0,87860485.04471572,1782290242.327497,3764453583.9183083,4778682176.837778,4744341015.046334,165002217.8088215,82377528.74934193,3835152414.365044,
2020-11-09,284236108837.2787,50350406402.27335,17272054595.00767,4045986039.9616256,93091959.13931833,2841229586.50491,11362000766.59982,339114621.0822628,,3276933037.1659513,0.0,83719561.98799875,1777939805.3880048,3706261141.4633427,4901544311.935298,4291961276.943334,159645480.40329453,74381821.3570407,3908932290.415229,
2020-11-08,286955182899.01483,51408911249.96529,17210335408.891277,4087444399.618789,98950578.49222584,2874233151.034807,11506594736.946142,344300015.1446866,,3317245142.7846866,0.0,85176646.98161143,1817653512.396406,3727855175.858209,5026016750.945957,4089645472.138213,142558751.98292786,74650985.08129805,4019845346.338907,
2020-11-07,274970333139.98395,49380744877.99334,17153778949.026491,4005562956.2341857,93232781.91859989,2885302510.856991,11309192154.09268,339187039.89303565,,3154155666.944007,0.0,83383503.098373,1785736106.1814914,3616897050.2414966,4708150125.157875,4056223427.584125,121866215.44973065,68285275.47358868,3893544750.7516165,
2020-11-06,288526920959.49664,51528636308.39724,16990926302.031181,4190389442.239843,87809005.86384876,2854072854.5754743,11710770062.499935,350479043.7578316,,3394525416.590058,0.0,88084417.44732708,1867819426.3078048,3904829691.876525,4784587853.352322,4216557628.28966,125598213.17755093,73578274.23174217,4155585901.868711,
2020-11-05,288771509680.94745,46916321971.21267,16865673902.000303,3996575588.422775,64476759.51742544,2871663193.093929,11129902602.560293,332278228.0531647,,3017735497.246297,0.0,82276015.79996859,1788733374.9507701,3611129170.0172596,4632655814.973215,4505164094.002379,121063233.50012162,63935603.33237573,3862051531.9886775,
2020-11-04,261954213176.1068,45559668259.44851,16772875579.650864,3889087337.97348,63882412.77078965,2883082202.978819,10768360114.790203,321632248.5018243,,2967168445.3105264,0.0,78023509.26287954,1733911418.5449932,3494221350.355794,4476173288.446899,4381844694.709441,93420718.08836336,58123448.34222203,3586579398.228753,
2020-11-03,258541441763.9419,43907159817.48543,16707324624.758764,3878334076.9999185,64772687.2743289,2915440815.599354,10846131389.302843,320878482.0665725,,2906977496.285339,0.0,81652299.88684013,1749658351.4571962,3432306461.9563828,4531948285.845138,4334092396.193697,98222231.30591515,54398799.18537069,3541432846.6257386,
2020-11-02,251119864445.3435,43398380100.69452,16678325554.24223,4026622517.1934347,67496510.0918503,2930293204.592356,10660940810.12652,319510587.604291,,2866799007.4321012,0.0,88785916.44155884,1750863167.6320024,3436367636.440123,4774046041.272823,4387880069.3467045,106092753.47601175,58550274.07339627,3540884990.3122745,
2020-11-01,254569759062.58606,44888307221.40616,16660908761.148214,4110036786.411451,73254104.4517357,2928676111.044048,10859147268.257517,327678834.57824594,,3055149296.555805,0.0,90225257.623674,1843620256.3425765,3602960876.341059,4966023215.627303,4464458197.875323,110923368.56484078,60344683.14230055,3656933388.556757,
2020-10-31,255372071116.27853,43776829150.3753,16657642843.100561,4105653935.43032,70546511.16326353,2925453141.18166,10856735912.242302,326906027.3406373,,2895202549.0891256,0.0,89385018.26077695,1846637655.6037838,3565574466.3294506,4858164160.093976,4663923833.234535,110811492.40678549,58694024.31034499,3656741432.0566707,
2020-10-30,251018154919.98657,43344676042.68595,16547512716.495634,4116801767.4675393,65997124.65947093,2879376697.1447067,10831358981.414558,329715648.7878964,,2904936834.2005963,0.0,91015970.98518547,1836361165.8654375,3485720265.4840994,4859229015.535353,4575920267.899764,110464387.30927357,59502239.43650919,3540959118.328405,
2020-10-29,248995322466.39035,43782246356.04649,16500217957.994215,4309449683.562912,65429707.3741233,2882612408.2409983,10967740783.514936,327434298.44765127,,2967374455.8392196,0.0,92495145.3331795,1898241741.6479428,3456075112.579127,4956006326.463871,4724299097.689582,120679159.87579595,59357242.08896449,3601801225.0785794,
2020-10-28,245899824464.83194,43994384279.67717,16447158496.790133,4384689479.03671,68228554.8641858,2840148630.661069,11129335087.905058,329216494.9220163,,3079412144.268324,0.0,99631855.96440005,1924208857.648188,3721889676.07034,4982423853.214483,4946328238.14322,122259526.90599398,64531336.05101547,3665696641.367097,
2020-10-27,252985946389.91595,45726046137.41053,16373107903.082918,4568839011.4333,78274491.4004513,2809765699.0672135,11447769074.001621,339540411.6086209,,3199198207.588197,0.0,100994953.98261252,1932042080.198004,3993760876.8583674,4908878083.259146,4725750536.333207,132476901.77280162,60737294.30053411,3801761833.283268,
2020-10-26,242250997935.6733,44576504573.78982,16342404839.068218,4498922938.857936,76302194.43703932,2779510837.9939065,11257120780.490328,339741433.45312476,,3207604424.0541077,0.0,101943836.5793372,1917720635.3166733,4030479549.80599,4820377789.137548,4638545710.617687,136291177.06766224,63666143.56176477,3731081184.048111,
2020-10-25,241425217439.91174,45966378924.705185,16284768872.04072,4347726477.274502,80026191.61112621,2808560799.9063277,11457404249.950083,336485099.88876003,,3308833126.522597,0.0,101753648.7265191,1930173253.4945664,3696424431.5833254,5029772217.408977,4197693181.5635977,148009228.5583293,65752347.28708027,3857572662.5518584,
2020-10-24,242839876186.2097,46666915712.11682,16251194774.169117,4417226481.326643,85116777.84839806,2785109253.7501554,11602995674.249342,335479644.1070905,,3362485521.7803006,0.0,102647637.89540555,1938428784.6734571,3713574040.581557,5104525920.949784,3837927712.2915134,129246550.09666182,67735612.4812321,3884856116.878049,
2020-10-23,239557562148.2678,46356841439.75874,16146334297.81952,4423744907.271441,87263476.2003648,2754821520.3596916,11532775250.208609,335619977.6497823,,3362726011.2357264,0.0,104421591.56345294,1912679979.4431748,3638119606.107328,5015085466.173141,4229424990.9938183,127363859.68680815,65275381.44633088,3630921271.9141626,
2020-10-22,240166387521.54385,46795599920.856316,15914538959.714104,4427243882.1099825,86579897.07269996,2789214320.5768843,11620035568.94094,336576291.8191243,,3440161415.982079,0.0,105703310.8649252,1937797242.812395,3639910111.755866,4943566702.090927,4227260784.655562,131023379.88981631,66670076.53528113,3566118639.2173357,
2020-10-21,237532386962.5129,44354670581.87589,15926349868.977163,4299323299.760201,82745351.05974524,2789112725.7577033,11385086697.292406,333445208.4591419,,3303738303.2483525,0.0,97165986.72321923,1914791472.4475703,3530916222.939353,4795686148.59487,4138607215.3952837,122659337.17033373,62758735.47244172,3485819576.4155307,
2020-10-20,220721282864.58752,41745418861.36119,15873010885.762552,4159406132.1842637,82671092.68542057,2736393044.037736,11021199802.708344,329683335.3029492,,3188834000.9926724,0.0,93153936.18327752,1863987597.0052907,3334145297.471872,4504795531.898565,4125796634.325934,118227217.01322405,59880139.96169568,3091763885.853755,
2020-10-19,217482407293.08884,42961460205.991325,15846170307.774555,4321376044.761212,89572373.35173108,2737305376.7326875,11129415716.414549,328231585.56338733,,3381215173.6875296,0.0,99232630.56261167,1853158416.5204787,3402569424.4892354,4650462965.742723,3758213256.9598923,139965176.7760017,62073678.60756262,3160267220.3682775,
2020-10-18,212682581771.31262,42761561163.7144,15829362025.293476,4427436309.496257,96370525.3833067,2728528052.256558,10960191725.390621,327781394.8659959,,3341113201.2310023,0.0,100843508.9686541,1858579869.1596816,3499821171.1018953,4633651829.094314,3832188117.1331205,152435243.61880016,64688430.73933447,3128435828.2848725,
2020-10-17,210353665235.45236,41698592885.62688,15817975340.830006,4368043546.074109,95830287.75166795,2706462457.7176194,10901642738.575357,327064295.53014594,,3301145173.3464,0.0,102802212.99977997,1844971633.4240828,3382668460.784038,4568614422.931913,3848406730.3291855,141323981.7804989,64132413.06032132,3090962056.902598,
2020-10-16,209676088343.852,41396681082.8815,15787627470.499859,4331460193.133047,93547686.544544,2705184599.290775,10879589586.902977,330951792.95281756,,3237674829.4373426,0.0,98991765.5937469,1844452032.1206157,3333451299.5383964,4642655421.45448,4008518102.466962,142963491.363533,62257581.34889895,3132624928.4870286,
2020-10-15,212873103428.00137,42659015495.38777,15762741555.45492,4519328172.90324,98642537.62742521,2724050018.0667534,11125383615.142073,328454704.71453774,,3317690624.5872326,0.0,101120150.17385152,1901594818.0214753,3493136395.141141,4847538310.705609,3796592354.9247856,196833413.32172883,65849163.78880483,3250355735.7483544,
2020-10-14,211643390713.38098,42884585295.289,15759653344.093445,4463912579.98753,100565804.44055878,2749519813.5333586,11284082016.773092,334052394.41114384,,3338272775.842133,0.0,101676366.58035868,1922428036.9381578,3580365245.434826,4805559293.266943,3683677565.636831,2073694701.4970412,66022717.93915038,3273382395.1583743,
2020-10-13,211565586739.30667,43072303017.794106,15758961791.169035,4434255413.533393,104488549.19119287,2777548860.256278,11595093664.820637,333761625.132713,,3386661063.5932035,0.0,109957317.81960118,1919617826.0662181,3623241282.4481525,4701407868.4493475,3621415789.0083914,,67794746.41655897,3279211860.113774,
2020-10-12,213950143824.2092,43805601681.190834,15741941344.460646,4435401469.543054,109780567.40641767,2841909427.440396,11581733743.47534,338543786.92822355,,3423443431.927084,0.0,108185624.13038261,1940700716.209564,3683393732.5923753,4446873707.646999,3328086360.1126437,,68585487.73790082,3331555081.398918,
2020-10-11,210766812992.17508,42376475414.90144,15733015683.471674,4123613064.680177,102970675.76628862,2857374683.326897,11548868315.397406,338568240.9594277,,3314647790.9643025,0.0,100349043.84364405,1896631752.6101155,3634122785.454131,4443974743.017768,3135247607.0872707,,68152702.56100978,3330028818.1888967,
